ID,Nome,Descendentes,Orientandos_Diretos
126209,Olivâine de Queiroz,2,2
126364,Antonio Souza Filho,0,1
126262,Renato Okamoto,0,1
126463,Mostafa Nasri,0,1
126685,João Paulo Gois,1,1
126686,Leo Tenenblat,0,1
126554,Luiz Farah,3,3
126529,Denismar Nogueira,0,1
126971,Mariana da Silveira,0,1
127074,Clovis Gonzaga,19,2
127171,Marcio Ribeiro Ribeiro,0,1
127805,Fábio Bertato,0,1
127878,Maria Bezerra,0,1
127818,André Galdino,0,1
127460,Rodrigo de Lamare,15,14
128208,Leonardo Varuzza,0,1
128329,Edson Iwaki,0,1
127086,Marcia Fampa,17,17
128499,Liliam Acero,0,1
128815,Ricardo Freire Jr.,2,2
128145,Orizon Ferreira,15,15
128828,Jiagang Yang,1,1
128849,Ticianne Bueno,0,1
128850,Irene Nakaoka,0,1
129178,Alexandre Behague,0,1
129182,Albetã Mafra,0,1
129551,Andreas Brunner,0,1
129556,Carlos Piedrahita,0,1
129797,Juliana Precioso,0,1
129864,Ana Claudia Locateli,0,1
129811,Carlos de Moraes,0,1
129799,Josiane de Oliveira,0,1
129865,Regina Aquino,0,1
129866,José Fidel Hernández Advíncula,0,1
129867,Sonia Fernandes,0,1
130036,Jacson Simsen,0,1
130025,Enoch Apaza,0,1
129942,Uberlandio Severo,1,1
130037,Ricardo Parreira da Silva,0,1
130059,Tiago Vinhoza,0,1
130120,Aida  Gonzalez Nieva,0,1
130176,Jesus Avila,0,1
130170,Paulo Rabelo,0,1
130224,Agma Traina,2,2
130225,Maria Camila Barioni,0,1
130226,Myrian Renata Barros Araújo,0,1
130329,Enzo Seraphim,0,1
130328,Elaine de Sousa,0,1
130330,Josiel de Figueiredo,0,1
130331,Adriano Arantes,0,1
130332,Carlos Roberto Valêncio,0,1
130334,Luiz Camolesi Jr.,0,1
130333,Rildo dos Santos,0,1
130335,Mauro Biajiz,0,1
130336,João Eduardo Ferreira,1,1
130571,José Pedro Ribeiro,0,1
130434,Renato Fileto,0,1
130803,André Gimenez Bueno,0,1
130804,Jonas Gonçalves Lopes,0,1
130832,Diego Colón,0,1
130867,Antônio Ronaldo Garcia,0,1
130908,Luciana Mendonça Bragança,0,1
130909,Marcia Scialom,1,1
130925,Seyed Amin Esfahani Rashidi,0,1
130999,Geraldo Mateus,5,1
131001,Moiséis Cecconello,0,1
130917,Hossein Movasati,8,8
131004,Roberto Bielschowsky,0,1
131002,Silvia Janesch,0,1
131000,Martin Gomez Ravetti,4,4
131005,Rosana Perez,0,1
131003,Elvio Pilotta,2,2
131007,Herminio Gomes,0,1
131008,Mario Zimbaldi,0,1
131006,Roberto Andreani,4,4
131009,Sandra Santos,1,1
131010,Francisco Gomes Neto,0,1
131011,Daniel Kozakevich,0,1
131157,Juliano Francisco,0,1
131158,Gabriel Haeser,0,1
131159,Mario Salvatierra,0,1
131160,Cibele Dunder,0,1
131162,Renato Guerra,0,1
131161,Maria Ehrhardt,0,1
131163,Rudini Sampaio,1,1
131207,Hamilton Luiz Guidorizzi,0,1
131208,Luise Frenkel,0,1
131209,Leandro Sebben Bellicanta,0,1
131210,Suzana Souza,0,1
131212,Kalasas de Araujo,0,1
131258,Ezio Costa,0,1
131244,Esdras Medeiros,0,1
131275,Juvêncio Nobre,0,1
131720,Ivan Struchiner,1,1
131739,Rosa Maria Chaves,0,1
131740,Barbara Valério,0,1
131796,Porfirio Santos,0,1
131880,Marcelo Freire,0,1
131938,Daniel Everett,4,1
132247,Ricardo Panaggio,0,1
132317,Marcelo Gama,0,1
132424,Viviane da Silva,2,2
132463,Weber Pereira,0,1
132464,Mauricio Lima,0,1
132462,Claudio Buzzi,12,6
132465,Luci Any Roberto,0,1
132466,Rogério Casagrande,0,1
132467,Maria Bertolim,0,1
132549,Mario Salles,0,1
132548,Sandro Vieira Romero,0,1
132550,Leandro Gomes,0,1
132502,Felipe Osorio,3,3
132551,Bruno Learth Soares,0,1
132886,Mauricio Fronza da Silva,0,1
132878,Eduardo Santos,0,1
133206,Carmen Mathias,0,1
133056,Sonia Trepode,10,7
133388,Renato Carmo,0,1
133337,Guillermo Lobos,1,1
133476,Rudimar Nos,0,1
133516,Ana Maria Luz,0,1
133740,Javier Solano,0,1
133584,Regis Alves Soares,0,1
133809,Alonso Sepúlveda,0,1
133741,Maria João Resende,0,1
134104,Maicon Marques Alves,3,3
134285,Lúcia Bonfim,0,1
134284,Renato de Moura,0,1
134286,Gustavo Madeira,0,1
134592,Leonardo Guidi,0,1
134364,Marcelo Ebert,1,1
134591,Domingos Marchetti,3,2
134287,Patricia Gonçalves,7,7
134746,Julio De Souza,0,1
134657,Edward Haeusler,6,5
135095,Marcelo Pinho,0,1
134844,Kemelli Estacio-Hiroms,0,1
135136,Rodrigo Hausen,0,1
135241,Airton Castro,0,1
135240,Luis del Campo,0,1
134747,Claudio Cuevas,20,16
135586,Claudia Pansonato,0,1
135567,C. Neugebauer,0,1
135670,Ana Claudia Pereira,0,1
135784,Rodrigo Salomão,1,1
135930,Luerbio  Faria,0,1
136244,Michele Figueiro,0,1
136428,Antônio Pereira,7,4
136519,Marina Andretta,0,1
136285,Wilhelm Passarella Freire,0,1
136630,Bernardo  Kulnig Pagnoncelli,0,1
136632,Aldo Ferreira da Silva,0,1
136854,Andrea Rocha,0,1
136633,Juliana Valerio,0,1
136887,Diego Marques,2,2
136946,José Yunier Bello Cruz,2,2
137245,Alien Herrera Torres,0,1
137551,Fabio Dos Santos,0,1
137566,Maria Emilia Walter,0,1
137390,Cristián Ortiz,4,4
137568,Guilherme Telles,1,1
137569,Cleber Mira,0,1
137567,Zanoni Dias,8,8
138126,Sandro Guzzo,0,1
137743,Robson da Silva,2,2
138250,Teófilo Abuabara,0,1
138321,Juliana Coelho,2,2
138361,Raquel Sued,0,1
138343,Leonardo Müller,0,1
138360,Glauco Coelho,1,1
138362,Jeronimo Noronha,0,1
138366,Jonathan Farfan,0,1
138365,Johel Beltran,0,1
138444,Miguel Angel Miguel Angel,0,1
138445,Fernando Lucambio,0,1
138363,Milton Jara,6,6
138448,Patrícia Espinheira,0,1
138446,Audrey Helen Cysneiros,0,1
138447,Michel Silva,0,1
138449,Raydonal Ospina,0,1
138450,Tatiane Silva,0,1
138454,Marcelo Taddeo,0,1
138453,Rogério Porto,0,1
138457,José Ferraz,0,1
138455,Gladys Salcedo,0,1
138458,Sumaia Latif,0,1
138459,Celia Lopes,0,1
138460,Feodor Pisnitchenko,0,1
138461,Lucas Pedroso,0,1
138462,Emerson Castelani,0,1
138463,Andre Martinez,0,1
138643,Lucia de Fatima  Brandão Medeiros,0,1
138646,Angelo Alberti,0,1
138799,Juan Vivar,0,1
138759,Judith Cruz Torres,0,1
138833,Márcio Miotto,0,1
138800,Adelmo Bertolde,0,1
138837,Ana Maria Bertone,0,1
139391,Jamil Pereira,0,1
139392,João Moreira,0,1
138852,Claudianor Alves,4,4
139194,Wesley Shirabayashi,0,1
138900,Simone Dantas,7,7
139454,Anderson Mayrink,0,1
139455,Sergio Krakowski,0,1
139877,Ricardo de Araujo,0,1
139461,Maria José Alves,0,1
139979,Bianca Caretta,0,1
139980,Patrícia Silva,0,1
139982,Cristina Dias Vaz,0,1
139981,Márcio Fernandes,0,1
139983,Marilaine Sant'Ana,0,1
139984,Herme Patrício Segura,0,1
140037,Wanderson Lambert,0,1
140180,Manuela Rodrigues,0,1
140219,Francisco Valenzuela Henriquez,1,1
140300,Osvaldo do Rocio,0,1
140301,Carlos Barros,2,2
140247,Jefferson de Melo,2,2
140302,Lucas Seco,0,1
140303,Pedro Catuogno,5,4
140535,Deborah de Medeiros,0,1
140305,Josiney Souza,1,1
140304,Victor Bravo,4,4
140685,Adriano Siqueira,0,1
140700,Anna Elizabeth Freitas,0,1
140991,Marco Antonio Fernandes,0,1
140703,Rafael Leão,0,1
140990,Eunice Palma,0,1
140761,Gilles de Castro,1,1
140992,Richard Manuel Troncoso,0,1
140994,João Ribeiro Filho,0,1
140995,Zhang Cunhong,0,1
140993,Alexandre Santana,1,1
140997,Marco Rabello,0,1
140996,Rita de Cássia Silva,0,1
140999,Maurıcio Pelicer,0,1
140998,Andrea Prokopczyk,2,2
141000,Jose Paulo Carvalho dos Santos,0,1
141501,Sandro Gallo,0,1
141193,Luiz Hartmann,5,4
141604,Silvio Hamacher,0,1
141322,Thales Vieira,0,1
141210,Rodrigo Bissacot,9,9
141663,Paulo Foina,1,1
141616,Catarina Mendes de Jesus,1,1
142066,Rosângela Silva,0,1
142020,Everaldo Bonotto,2,2
142068,Kellcio Araujo,0,1
142067,Luciana Rodrigues,0,1
142069,Flavio Souza,0,1
142070,Tánia Carvalho,0,1
142019,Marcia Federson,15,14
142679,Fernando Rafaeli,0,1
142598,Rener Perreira de Castro,0,1
142734,Edson Coayla-Teran,0,1
142736,Jorge López,0,1
142737,Alberto Ohashi,0,1
142739,Fabiano da Silva,0,1
142738,Diego Ledesma,1,1
142909,Mario Liziér,0,1
143000,Edmar Thiengo,0,1
143093,Jaimilton Vogado de Carvalho,0,1
143052,Pablo Castañeda,0,1
143207,Marcelo Terra Cunha,8,5
143219,Adriano Campos Menezes,0,1
143208,Carlos Felipe Lardizabal,3,3
143242,Luciene Gimenes,0,1
143243,Daniela Demuner,0,1
143271,Doherty Andrade,0,1
143275,Eder Martins,1,1
143440,Pedro Kaufmann,0,1
143441,Claus Matsushigue,0,1
143276,Wenderson Ferreira,0,1
143863,Mohammad Fanaee,0,1
143443,Jose Pezzotta,0,1
143460,José Roberto Piqueira,0,1
143442,Leonardo Sanabria,0,1
143915,Daniel Lima Ventura,0,1
143921,Denise Duczmal,0,1
143924,Mauricio Guedes,0,1
143922,Sanderson Gonzaga de Oliveira,0,1
144049,Damian Fernández,0,1
144323,Jhon Mira,0,1
144324,André Contiero,3,3
144325,Jorge Nicolás Caro Montoya,0,1
144327,Guilherme Tizziotti,0,1
144342,Thiago Drummond,2,2
144384,Juan Villanueva,0,1
144526,Marco Sanfins,0,1
145185,Mateus Alegri,0,1
145704,Cristina Lizana Araneda,0,1
145685,Francielle Coelho,0,1
145877,Miriam Pereira,1,1
146557,Jessica Kubrusly,0,1
146803,Eduardo Arbieto Alarcon,1,1
146876,Jairo Mengue,0,1
146882,Dimas Goncalves,1,1
146889,José Freitas,0,1
147137,Anderson Porto,0,1
146971,Anne Caroline Bronzi,2,2
147160,Nelson Maculan Filho,23,5
147353,Valdivino Vargas Junior,1,1
146921,José Maldonado,25,12
147575,Abbas Nasrollah Nejad,3,3
147354,Carlile Lavor,6,5
147365,Alexandre Simas,2,2
147831,Emilia Nascimento,1,1
147726,Marcos Chaim,1,1
147898,Ricardo Czekster,0,1
147892,Jesús García,1,1
147959,Almir Santos,0,1
147962,Sérgio Almaraz,1,1
148421,Carlos Bocker,0,1
148455,Luiz Allem,1,1
148271,Pablo Rodríguez,4,4
148457,Maria Camargo-Brunetto,0,1
148068,Maurício Corrêa,11,11
148779,Olga Yoshida,0,1
148820,Raderson Silva,0,1
148826,Christophe Gallesco,0,1
148878,Deolinda Cardoso,0,1
149087,César Augusto Medina,0,1
148940,Adriano De Cezaro,0,1
149088,Fabian Backx,0,1
149089,Tomie Sugahara,0,1
149170,Eduardo Nakamura,3,3
149586,Thiago de Queiroz,0,1
149585,André Vignatti,0,1
149908,Cristiano Vasconcellos,0,1
149606,Manuel Milla Miranda,75,8
149907,Elaine Pimentel,0,1
149993,Leila de Almeida e Silva,0,1
149607,Marcelo Cavalcanti,13,12
149995,Adalberto de Farias,0,1
149996,Roberta Lopes,0,1
149994,Alexandre Cabral,1,1
149997,Adolfo de Almeida Duran,0,1
149998,Adnan El Sherif,0,1
150105,Fábio Ferreira,0,1
150296,Jacqueline Rojas,0,1
150127,"James Dean Santos, Jr.",0,1
150327,Nolmar Melo,0,1
150338,Claudemir Leandro,0,1
150361,Sofia Melo,0,1
150339,Abigail Folha,0,1
150340,Carlos Penafiel,0,1
150382,Bruno de Andrade,7,5
150454,Raquel Linhares,0,1
150481,Flavia Zapata,0,1
150670,Vanessa Barros,0,1
150671,Juan Cordero,0,1
150707,"José de Ribamar Braga Pinheiro, Jr.",0,1
150795,Saulo Pereira,1,1
150802,Paulo Klinger Monteiro,0,1
150804,Rodrigo Macedo,0,1
150775,Arturo Fernández Pérez,5,5
150805,Alex Guerra,0,1
150980,Carlos Eugenio Carneiro,0,1
150814,Andre de Almeida,0,1
150981,Fernando Miguel Chaves,0,1
150815,Fernando Brandt,2,2
150982,Jair Lucinda,0,1
150983,Roberto Santos,0,1
150984,Antonio Carlos Silva Filho,0,1
150985,Cleber Muramoto,0,1
150986,Fabiano Machado,0,1
151001,Maria Teresa Thomaz,0,1
151016,Vando Narciso,0,1
151080,Wilberclay Melo,1,1
151317,Heleno Cunha,0,1
151190,Marcone Pereira,3,3
151390,Luís de Miranda,0,1
151166,Ives Macêdo,0,1
151705,Élida da Silva,0,1
151769,Alexandre Rademaker,0,1
151795,Waliston Luiz Lopes Rodrigues Silva,0,1
151784,Paula Murgel Veloso,0,1
151852,Fabio Dadam,0,1
151851,Flávio Ferreira,0,1
151431,Grigori Chapiro,10,10
151966,Etereldes Goncalves,0,1
152061,Mauricio Richartz,0,1
152039,Yuri Lima,0,1
151887,Ricardo Martins,6,6
152140,Roger Behling,2,2
152298,Roberto Silva,0,1
152566,Gordana Manić,0,1
152299,Glaydston Bento,2,2
152663,Emilio Vital Brazil,0,1
152690,Fábio Lucas,0,1
152881,Paulo Barreto,2,2
152965,Marcos Santos,0,1
152966,Fredy Castellares Caceres,0,1
152967,Thomas Ritchie,0,1
152968,Rafael Grisi,0,1
152970,Iesus Diniz,0,1
152971,Laura Ramos,0,1
153415,Francisco Dutenhefner,0,1
153175,Suzete Afonso,0,1
153743,Carlos Alves,0,1
154235,Daniel Díaz Pachón,0,1
153822,Eduardo Brietzke,1,1
154221,Eudes Naziazeno Galvão,0,1
153823,Eduardo Stabel,0,1
154716,Fernando de Araujo Carneiro,0,1
154008,Cibele Russo,0,1
154738,Max Gonçalves,0,1
155827,Dallia Correa,0,1
154913,Patricia Cirilo,1,1
154787,Flank Morais Bezerra,0,1
155875,Hernán Henríquez,3,3
155876,Alejandro Caicedo,0,1
156058,Cíntia Peixoto,0,1
155919,Michelle Morgado,1,1
156089,Fabio Souto Azevedo,1,1
156088,Ezequia Sauter,1,1
155890,Márcio Batista,7,7
156090,Jorge Dominguez Rodriguez,0,1
156143,Walter Huaraca,0,1
156316,Ana Mereu,0,1
156092,Antonio Zavaleta Calderón,1,1
156292,Osame Kinouchi,1,1
156360,José Alberto Maia,0,1
156654,Andrei Formiga,0,1
156668,Edson Cataldo,1,1
156666,Thiago Ritto,1,1
156366,Jorge Lira,11,8
156669,Carlos Eduardo Valer,0,1
156548,Valéria Domingos Cavalcanti,9,9
156671,Roberto Sepúlveda,0,1
156670,Alberto Matutti,0,1
156672,Juan Sergio Romero,0,1
156673,Gabriel Emiliano Rios,0,1
156674,Fernando Rochinha,0,1
156676,Maria Laura Costa,0,1
156675,Hugo Tavares Junior,0,1
156677,Vanessa Botta,0,1
156678,Igor Soares,0,1
156679,Cassio Oishi,0,1
156680,André Nagamine,0,1
156681,Valdemir Ferreira,0,1
156682,Maurílio Boaventura,0,1
156797,Simone Maria de Moraes,0,1
156798,Rosane Binotto,0,1
156818,Leonardo de Moura,0,1
156907,Gerlado Diniz,0,1
156969,Leonardo Rolla,0,1
157229,Sérgio Luiz Frey,0,1
157228,Arturo Rios,0,1
157231,José Carlos Santos,1,1
157230,Edgar Mamiya,0,1
157300,Heraldo Costa Mattos,2,1
157299,Marcio Murad,0,1
157301,Márcio José Dantas,0,1
157302,Rogério Saldanha da Gama,0,1
157303,Adir Luiz,0,1
157304,João D'Avila,0,1
157380,Jhone Caldeira,0,1
157312,Laura Senos Lacerda,0,1
157387,Artem Raibekas,0,1
157435,Ricardo Pastran Ramirez,0,1
157456,Ivaldo Nunes,0,1
157700,José Ferreira,0,1
157545,Francisco Braun,2,2
157815,Antonio Batista,0,1
157817,Mário Teixeira de Freitas,0,1
157816,Sandro Pinto,0,1
157771,Pablo Davalos de la Peña,0,1
157818,José Barbosa,0,1
157819,Diogenes Vasconcelos,0,1
157890,Edcarlos da Silva,0,1
157854,Renata Aiex,0,1
157891,Taisa Miotto,0,1
158276,Roy Probst,0,1
157892,Bruno Ribeiro,0,1
158523,Claiton Massarolo,0,1
157851,Luciana Buriol,9,9
158544,Fabio Kepler,0,1
158736,Luís Sbardellini,0,1
158883,Luiz Silvestrini,0,1
158884,Wagner Sanz,0,1
158989,Cláudio Cristino,0,1
159163,Theo Zapata,0,1
159348,Ana Monteiro Oliveira,0,1
159444,Faber Gómez González,1,1
159643,Raphael Drumond,1,1
159450,Tiberio Caetano,1,1
159700,Tertuliano Franco,5,5
159747,Feliciano Vitorio,2,2
159841,Diego Rial,5,4
159842,Horácio de Oliveira,0,1
160171,Thiago Aparecido Catalan,0,1
159877,Alexandre Patriota,0,1
160172,Fernando Micena,0,1
160173,Juliano Goncalvez,0,1
160602,Maria Andrade,1,1
160428,Manuel Barreda,0,1
160603,Pietro da Silva,0,1
160681,Mário Teixeira,0,1
160792,Márcio Gouveia,0,1
160791,Marcus Bronzi,0,1
160667,Julien Mauprivez,0,1
160654,Dugán Paul Nina Ortiz,0,1
161094,Abílio Lemos,0,1
161104,Guilherme Pumi,0,1
161332,Danilo Artigas da Rocha,0,1
161334,Rosiane Rodrigues,0,1
161333,Adriana de Figueiredo,0,1
161336,Maise Dantas da Silva,0,1
161335,Fabiano Oliveira,0,1
161454,Raquel Bravo,0,1
161453,Loana Nogueira,0,1
161494,José Manuel Jiménez Urrea,0,1
161469,Thiago de Melo,1,1
161337,Lino Grama,6,6
161711,Marcio Valk,0,1
161712,Airton Kist,0,1
161907,Lino Marujo,0,1
161714,Rodrigo Drummond,0,1
161974,Orestes Bueno Tangoa,0,1
161916,José Régis Varão Filho,3,3
161988,Gersonilo da Silva,0,1
161989,Marcos Henrique,0,1
162267,Marcio Viola,0,1
162078,Giselle Monteiro,0,1
162514,Pablo Guarino Quiñones,0,1
162496,Marcio Jorge Silva,1,1
162529,Vanessa Paschoa,0,1
162736,Luciene Gonçalves,0,1
162735,Moyses Nascimento,0,1
162739,Rejane Rocha,0,1
162738,Josiane Teixeira,0,1
163024,Sheila Veloso,1,1
162840,Cleber de Medeira,0,1
163025,Petrucio Viana,0,1
162935,Andre Furtado,0,1
163055,Mauro Alves,0,1
163103,Andréa Guimaraes,0,1
163056,Ronaldo Miranda,0,1
163238,Jobson Oliveira,0,1
163104,Silas Fantin,0,1
163291,E. Teixeira Costa,0,1
163292,M. H. Andreade Claudio,0,1
163293,L. Flaminia,0,1
163447,Eduardo Zambrano,0,1
163451,Giuliano Boava,0,1
163486,Paulo Silva,1,1
163579,Joilson Ribeiro,0,1
163581,Adriano Thiago Bernardino,0,1
163580,Joedson Santos,1,1
163587,Maria Bernadete de Souza Cortes,0,1
163597,Odacir Graciolli,0,1
163600,Maria Silvina Medrano,0,1
163602,Deise Costa,1,1
163603,Lauro César Galvão,0,1
163609,Edson Bez,1,1
163615,Homero Oliveira,0,1
163621,Joao Candido Bracarense Costa,0,1
163646,Leônidas Brandão,0,1
163619,Tatiana Fraga,0,1
163644,Marcelo Queiroz,1,1
163728,Mauro Rincon,1,1
163731,Eugenio Cabanillas Lapa,0,1
163729,Higidio Portillo Oquendo,0,1
163730,Hugo Fernández Sare,1,1
163739,Jorge Erick López Velázquez,0,1
163792,Pedro Paulo Rios,0,1
163796,Marcus Luz,0,1
163749,Diogo Silva,1,1
163795,Julio Espinoza Ortiz,0,1
163797,Werner Vieira,0,1
163798,Mario Basilio Matos,1,1
163912,Lucas Moreira,0,1
163950,Alda Mattos,0,1
163847,Marcelo Hilario,1,1
163951,Thiago de Mello,0,1
164011,Dilberto Almeida Júnior,1,1
164010,Carlos Raposo da Cunha,0,1
164013,Jaime Barbosa Sobrinho,0,1
164012,Paulo Pamplona,0,1
164088,Angelo Bianchi,0,1
164216,Rioco Barreto,0,1
164215,Milton Oliveira,0,1
164217,Alfonso Peres Salvatierra,0,1
164218,Felix Gómez,0,1
164220,Yolanda Santiago Ayala,0,1
164221,Juan Vila Bravo,0,1
164222,Santina Arantes,0,1
164223,Maria Zegarra Garay,0,1
164226,Fredy Suárez,0,1
164312,Liliana Puchuri Medina,0,1
164350,Omar Catunda,52,1
164628,Heudson Mirandola,0,1
164727,André Santos Dória,0,1
164726,Barbara Costa da Silva,0,1
164728,Rodrigo Gondim Neves,0,1
164789,Josue Damasceno,0,1
164946,Marcília Andrade Campos,0,1
164850,Ivana Latosinski,0,1
164788,Regina Radicchi,0,1
164947,Francisco Vieira de Souza,0,1
164949,Giorgia de Oliveira Mattos,0,1
165065,Júlio Reis,0,1
164948,Carlos Alexandre Barros de Mello,1,1
164951,Daniel Marques Oliveira,0,1
165078,Jose Edmundo Mansilla Villarroel,1,1
165079,Marcelo Marchesin,0,1
165081,Adecarlos Carvalho,0,1
165080,Allyson Oliveira,0,1
165325,Marco Antonio Mucha Orco,0,1
165326,Jaime Leonardo Orjuela Chamorro,0,1
165611,Guillermo Martínez,0,1
165458,Renato Teles,0,1
165338,Bruna Oréfice Okamoto,2,2
165757,Mirela Mello,0,1
165676,Cristiano Torezzan,3,3
166126,Jhames Sampaio,0,1
166036,Adeilton Alcantara,0,1
166127,Amanda Gomes,0,1
166176,Fabio Nakano,0,1
166177,Fabio Passetti,0,1
166178,Tiago José Sobreira,0,1
166179,Rogério Antônio de Oliveira,0,1
166180,Eduardo Nakano,0,1
166181,Paulo Marques Filho,0,1
166182,Victor Fossaluza,0,1
166201,Cecilia Fernanda Saraiva de Oliveira,0,1
166419,Mario de Castro,0,1
166495,Luciana Chariglione,0,1
166494,Abraão Nascimento,1,1
166493,Alejandro Frery,3,2
166597,Ana Piantella,0,1
166598,João Paulo Romanelli,0,1
166707,Renato Alessandro Martins,0,1
166632,Luis Lucinger,0,1
166924,Eduard Toon,1,1
167005,Adriana Neumann de Oliveira,2,2
167253,Juarez Azevedo,0,1
167060,Jaqueline Mesquita,2,2
167227,Luiz Alberto da Silva,0,1
167260,Pedro Zühlke d'Oliveira,0,1
167312,Marcio Dorn,0,1
167342,Anete Cavalcanti,0,1
167366,Helmut Wahanik,0,1
167401,João Biesdorf,0,1
167515,Vítor Matos,0,1
167335,Márcio Ribeiro,5,5
167519,Panters Rodriguez Bermudez,0,1
167748,Vinicius Albani,0,1
167796,Alexandre Lymberopoulos,0,1
167931,Mariana Silva,0,1
167930,Luciana Salgado,2,2
168446,Francisco Marques Lopes,0,1
168451,Andrés Báez Sanchez,0,1
168449,Valeriano de Oliveira,5,5
168556,Miguel Schnoor,0,1
168723,Eduardo da Silva,0,1
168685,Karla Lima,0,1
168724,José Cal Neto,0,1
168591,Edson Denis Leonel,8,8
169148,Saradia Della Flora,0,1
169149,Laerte Bemm,0,1
169227,Alexandre Freire,0,1
169150,Manuel Negron,0,1
169329,Raphael Santarelli,0,1
169415,Lisandra Sauer,0,1
169653,Carlos Silva,0,1
169512,Mario Leston-Rey,0,1
169676,Gilmar Souza,0,1
169681,Fábio Castro,0,1
169834,Marcos Todorov,0,1
169890,John Hermes Castillo Gómez,0,1
170281,Roberto Paterlini,0,1
169915,Francicleber Martins Ferreira,0,1
169916,Ana Teresa Martins,2,2
170282,Carlos Arteaga,1,1
170283,Victor Guinez,2,1
170284,Luis Fernando Mello,3,3
170286,Américo Lopes,0,1
170393,Márcio Delamaro,2,2
170285,Paulo Ricardo da Silva,6,6
170398,André Grégio,0,1
170394,Auri Vincenzi,0,1
170396,Elisa Yumi Nakagawa,5,5
170409,Adenilso Simao,3,3
170402,Silvia Vergilio,1,1
170447,Ellen Barbosa,0,1
170424,Nilva Ribeiro,0,1
170477,Plínio Vilela,1,1
170513,Adalberto Crespo,0,1
170763,Maria Claudia Emer,0,1
170786,Edmundo Spoto,0,1
170935,Paulo Bueno,0,1
171417,Erhan Caliskan,0,1
170987,Paulo da Fonseca,0,1
171164,Daniela Cruzes,1,1
171419,José Francisco de Oliveira,1,1
171656,Evandro Monteiro,0,1
171622,Vinícius dos Santos,1,1
171671,Luis Renato Dias,0,1
171676,Alciléa Augusto,0,1
171678,Élvia Sallum,0,1
171677,José Carlos de Oliveira,0,1
171679,Ivan Camargo,0,1
171858,Juan Amadeo Soriano Palomino,1,1
171892,Giovana Siracusa,0,1
172171,Roland Rabanal,0,1
172031,Michel Cambrainha de Paula,0,1
172251,Saul Leite,0,1
172255,Paulo Liboni Filho,0,1
172254,Tiago Picon,2,2
172416,Aruquia Peixoto,0,1
172479,Héctor Pinedo Tapia,0,1
172653,Jamilson Campos,0,1
172814,Tiago Vargas,0,1
172812,João Montenegro de Miranda,0,1
173460,Robson Mesquita,0,1
172850,Luis Kowada,1,1
173548,Paulo Brandão,0,1
172849,Renato Portugal,6,2
173543,Joao dos Santos,0,1
173788,Rosana Jafelice,0,1
173711,Sergio Romaña Ibarra,3,3
173827,Jefferson Leite,0,1
173814,Marina Mizukoshi,0,1
173866,Jamil Abreu,0,1
173985,Gleydson Ricarte,1,1
174277,Vanessa Ramos,0,1
174196,Raimundo Júnior,1,1
174194,Damião Araújo,2,2
174280,André Guedes,1,1
174283,Patricia Tacuri,0,1
174356,Anyelle Souza,0,1
174357,Miguel Cezana,0,1
174358,Claudiano Goulart,0,1
174359,Bianka Lenadro,0,1
174360,Veríssimo Neto,0,1
174361,Marcelo Ferro,0,1
174415,Tiago Macedo,0,1
174467,Isabel Cristina Leite,0,1
174786,Mariana Villapouca,0,1
174785,Hernan Montufar,0,1
174828,Michel Rebouças,0,1
174830,Francisco Andrade,0,1
174854,Marcos Melo,0,1
174855,Jorge Vera,0,1
174856,Marcelo Melo,0,1
174857,Flávio Cruz,0,1
174872,Jack Baczynski,0,1
175070,Sebastian Urrutia,1,1
174952,Fernando Tura,0,1
175328,Ellen Fukuda,0,1
175233,Oscar Ocampo Uribe,2,2
175449,Renato Moraes,0,1
175450,Thiago Noronha,0,1
175849,Thiago Dias,0,1
175866,Alisson Barbosa,0,1
175929,Edilaine Ervilha Nobili,0,1
175930,Douglas Monsôres,0,1
176054,Taiane Prass,0,1
176180,Joinvile Batista Junior,0,1
176204,Rawlilson Araújo,0,1
176426,Ana Paula Chaves,0,1
176202,Rodrigo Nabholz,0,1
176557,Plínio Leitão-Júnior,0,1
176559,Yen Lun,0,1
176592,Vinícius Fávaro,0,1
176659,Diego Paredes,0,1
176623,Daniele Nantes Sobrinho,0,1
176851,Thaís Jordão,0,1
176922,Manuela Souza,0,1
177047,Pedro Antonio Hinojosa,0,1
177086,Claudemir Oliveira,0,1
177291,Luca Moriconi,0,1
177240,Fabio Simas,0,1
178346,Rodrigo da Silva Rodrigues Rodrigues,0,1
177844,Ricardo Ribeiro,0,1
178567,César Augusto Bortot,0,1
178904,Flávio A. Falcão Nascimento,0,1
179043,Thaís Monis,0,1
178784,Eduardo Abreu,1,1
179068,Filipe Dantas,0,1
179102,Alvaro Iribarrem,0,1
179339,Kelton Bezerra,0,1
179340,Ernani Ribeiro,0,1
179445,Andre Delvas Froes,0,1
179150,Guillermo González,5,5
179531,Ricardo Coelho-Silva,0,1
179590,Emerson Lima,0,1
179663,Roland Campos,0,1
179665,Paulo Holvorcem,0,1
179664,Vilson Zanchin,0,1
179667,Eduardo Gueron,0,1
179666,Alessandro Moura,4,2
179668,Maximiliano Ujevic,0,1
179670,Daniel Vogt,0,1
179669,Adilson Motter,8,8
179673,Carlos Coimbra Araujo,0,1
179671,Valeria Rosa,0,1
179672,Jose Diaz Polanco,0,1
179674,Gian Castro,0,1
179675,Andre Steklain,0,1
179676,Jairo Ayala Molina,0,1
